"id","category","cluster","predicted_category"
1693,"Economy",11,"Economy"
1694,"Economy",11,"Economy"
1695,"Economy",11,"Economy"
1696,"Economy",11,"Economy"
1697,"Economy",11,"Economy"
1698,"Economy",11,"Economy"
1699,"Economy",11,"Economy"
1700,"Economy",11,"Economy"
1701,"Economy",18,"Bank"
1702,"Economy",11,"Economy"
1703,"Economy",11,"Economy"
1704,"Economy",11,"Economy"
1705,"Economy",11,"Economy"
1706,"Economy",17,"Opinion"
1707,"Economy",11,"Economy"
1708,"Economy",11,"Economy"
1709,"Economy",11,"Economy"
1710,"Economy",11,"Economy"
1711,"Economy",11,"Economy"
1712,"Economy",11,"Economy"
1713,"Economy",11,"Economy"
1714,"Economy",11,"Economy"
1715,"Economy",11,"Economy"
1716,"Economy",11,"Economy"
1717,"Economy",11,"Economy"
1718,"Economy",11,"Economy"
1719,"Economy",11,"Economy"
1720,"Economy",11,"Economy"
1721,"Economy",11,"Economy"
1722,"Economy",15,"Bank"
1723,"Economy",11,"Economy"
1724,"Economy",11,"Economy"
1725,"Economy",11,"Economy"
1726,"Economy",11,"Economy"
1727,"Economy",11,"Economy"
1728,"Economy",11,"Economy"
1729,"Economy",11,"Economy"
1730,"Economy",11,"Economy"
1731,"Economy",11,"Economy"
1732,"Economy",15,"Bank"
1733,"Economy",11,"Economy"
1734,"Economy",11,"Economy"
1735,"Economy",11,"Economy"
1736,"Economy",11,"Economy"
1737,"Economy",11,"Economy"
1738,"Economy",11,"Economy"
1739,"Economy",11,"Economy"
1740,"Economy",11,"Economy"
1741,"Economy",17,"Opinion"
1742,"Economy",11,"Economy"
1743,"Economy",11,"Economy"
1744,"Economy",1,"Tourism"
1745,"Economy",11,"Economy"
1746,"Economy",11,"Economy"
1747,"Economy",11,"Economy"
1748,"Economy",11,"Economy"
1749,"Economy",11,"Economy"
1750,"Economy",11,"Economy"
1751,"Economy",15,"Bank"
1752,"Economy",17,"Opinion"
1753,"Economy",11,"Economy"
1754,"Economy",11,"Economy"
1755,"Economy",11,"Economy"
1756,"Economy",11,"Economy"
1757,"Economy",17,"Opinion"
1758,"Economy",15,"Bank"
1759,"Economy",15,"Bank"
1760,"Economy",17,"Opinion"
1761,"Economy",11,"Economy"
1762,"Economy",11,"Economy"
1763,"Economy",11,"Economy"
1764,"Economy",11,"Economy"
1765,"Economy",11,"Economy"
1766,"Economy",11,"Economy"
1767,"Economy",11,"Economy"
1768,"Economy",11,"Economy"
1769,"Economy",11,"Economy"
1770,"Economy",11,"Economy"
1771,"Economy",17,"Opinion"
1772,"Economy",11,"Economy"
1773,"Economy",11,"Economy"
1774,"Economy",11,"Economy"
1775,"Economy",11,"Economy"
1776,"Economy",11,"Economy"
1777,"Economy",18,"Bank"
1778,"Economy",11,"Economy"
1779,"Economy",11,"Economy"
1780,"Economy",11,"Economy"
1781,"Economy",11,"Economy"
1782,"Economy",11,"Economy"
1783,"Economy",11,"Economy"
1784,"Economy",11,"Economy"
1785,"Economy",11,"Economy"
1786,"Economy",11,"Economy"
1787,"Economy",11,"Economy"
1788,"Economy",11,"Economy"
1789,"Economy",11,"Economy"
1790,"Economy",11,"Economy"
1791,"Economy",18,"Bank"
1792,"Economy",11,"Economy"
1793,"Economy",11,"Economy"
1794,"Economy",11,"Economy"
1795,"Economy",11,"Economy"
1796,"Economy",11,"Economy"
1797,"Economy",11,"Economy"
1798,"Economy",11,"Economy"
1799,"Economy",11,"Economy"
1800,"Economy",11,"Economy"
1801,"Economy",11,"Economy"
1802,"Economy",11,"Economy"
1803,"Economy",11,"Economy"
1804,"Economy",11,"Economy"
1805,"Economy",11,"Economy"
1806,"Economy",11,"Economy"
1807,"Economy",11,"Economy"
1808,"Economy",11,"Economy"
1809,"Economy",11,"Economy"
1810,"Economy",17,"Opinion"
1811,"Economy",11,"Economy"
1812,"Economy",11,"Economy"
1813,"Economy",11,"Economy"
1814,"Economy",11,"Economy"
1815,"Economy",11,"Economy"
1816,"Economy",11,"Economy"
1817,"Economy",11,"Economy"
1818,"Economy",11,"Economy"
1819,"Economy",11,"Economy"
1820,"Economy",17,"Opinion"
1821,"Economy",17,"Opinion"
1822,"Economy",11,"Economy"
1823,"Economy",11,"Economy"
1824,"Economy",11,"Economy"
1825,"Economy",17,"Opinion"
1826,"Economy",11,"Economy"
1827,"Economy",11,"Economy"
1828,"Economy",11,"Economy"
1829,"Economy",11,"Economy"
1830,"Economy",17,"Opinion"
1831,"Economy",11,"Economy"
1832,"Economy",11,"Economy"
1833,"Economy",17,"Opinion"
1834,"Economy",11,"Economy"
1835,"Economy",11,"Economy"
1836,"Economy",11,"Economy"
1837,"Economy",11,"Economy"
1838,"Economy",18,"Bank"
1839,"Economy",11,"Economy"
1840,"Economy",11,"Economy"
1841,"Economy",11,"Economy"
1842,"Economy",11,"Economy"
1843,"Economy",11,"Economy"
1844,"Economy",11,"Economy"
1845,"Economy",11,"Economy"
1846,"Economy",11,"Economy"
1847,"Economy",11,"Economy"
1848,"Economy",11,"Economy"
1849,"Economy",11,"Economy"
1850,"Economy",11,"Economy"
1851,"Economy",11,"Economy"
1852,"Economy",17,"Opinion"
1853,"Economy",11,"Economy"
1854,"Economy",11,"Economy"
1855,"Economy",11,"Economy"
1856,"Economy",11,"Economy"
1857,"Economy",11,"Economy"
1858,"Economy",11,"Economy"
1859,"Economy",11,"Economy"
1860,"Economy",11,"Economy"
1861,"Economy",17,"Opinion"
1862,"Economy",11,"Economy"
1863,"Economy",11,"Economy"
1864,"Economy",11,"Economy"
1865,"Economy",11,"Economy"
1866,"Economy",17,"Opinion"
1867,"Economy",11,"Economy"
1868,"Economy",11,"Economy"
1869,"Economy",11,"Economy"
1870,"Economy",12,"Business"
1871,"Economy",11,"Economy"
1872,"Economy",11,"Economy"
1873,"Economy",11,"Economy"
1874,"Economy",11,"Economy"
1875,"Economy",11,"Economy"
1876,"Economy",11,"Economy"
1877,"Economy",11,"Economy"
1878,"Economy",11,"Economy"
1879,"Economy",11,"Economy"
1880,"Economy",11,"Economy"
1881,"Economy",11,"Economy"
1882,"Economy",12,"Business"
1883,"Economy",11,"Economy"
1884,"Economy",17,"Opinion"
1885,"Economy",11,"Economy"
1886,"Economy",15,"Bank"
1887,"Economy",11,"Economy"
1888,"Economy",11,"Economy"
1889,"Economy",11,"Economy"
1890,"Economy",11,"Economy"
1891,"Economy",11,"Economy"
1892,"Economy",11,"Economy"
1893,"Economy",11,"Economy"
1894,"Economy",11,"Economy"
1895,"Economy",11,"Economy"
1896,"Economy",11,"Economy"
1897,"Economy",11,"Economy"
1898,"Economy",11,"Economy"
1899,"Economy",11,"Economy"
1900,"Economy",11,"Economy"
1901,"Economy",11,"Economy"
1902,"Economy",11,"Economy"
1903,"Economy",18,"Bank"
1904,"Economy",11,"Economy"
1905,"Economy",11,"Economy"
1906,"Economy",11,"Economy"
1907,"Economy",11,"Economy"
1908,"Economy",11,"Economy"
1909,"Economy",11,"Economy"
1910,"Economy",11,"Economy"
1911,"Economy",11,"Economy"
1912,"Economy",11,"Economy"
1913,"Economy",11,"Economy"
1914,"Economy",11,"Economy"
1915,"Economy",11,"Economy"
1916,"Economy",11,"Economy"
1917,"Economy",11,"Economy"
1918,"Economy",11,"Economy"
1919,"Economy",17,"Opinion"
1920,"Economy",11,"Economy"
1921,"Economy",11,"Economy"
1922,"Economy",11,"Economy"
1923,"Economy",11,"Economy"
1924,"Economy",11,"Economy"
1925,"Economy",17,"Opinion"
1926,"Economy",15,"Bank"
1927,"Economy",11,"Economy"
1928,"Economy",11,"Economy"
1929,"Economy",11,"Economy"
1930,"Economy",11,"Economy"
1931,"Economy",15,"Bank"
1932,"Economy",17,"Opinion"
1933,"Economy",11,"Economy"
1934,"Economy",11,"Economy"
1935,"Economy",11,"Economy"
1936,"Economy",11,"Economy"
1937,"Economy",11,"Economy"
1938,"Economy",11,"Economy"
1939,"Economy",11,"Economy"
1940,"Economy",11,"Economy"
1941,"Economy",11,"Economy"
1942,"Economy",11,"Economy"
1943,"Economy",15,"Bank"
1944,"Economy",11,"Economy"
1945,"Economy",11,"Economy"
1946,"Economy",15,"Bank"
1947,"Economy",11,"Economy"
1948,"Economy",11,"Economy"
1949,"Economy",11,"Economy"
1950,"Economy",11,"Economy"
1951,"Economy",11,"Economy"
1952,"Economy",11,"Economy"
1953,"Economy",11,"Economy"
1954,"Economy",11,"Economy"
1955,"Economy",11,"Economy"
1956,"Economy",11,"Economy"
1957,"Economy",11,"Economy"
1958,"Economy",11,"Economy"
1959,"Economy",11,"Economy"
1960,"Economy",11,"Economy"
1961,"Economy",11,"Economy"
1962,"Economy",11,"Economy"
1963,"Economy",19,"Literature"
1964,"Economy",11,"Economy"
1965,"Economy",11,"Economy"
1966,"Economy",11,"Economy"
1967,"Economy",11,"Economy"
1968,"Economy",11,"Economy"
1969,"Economy",11,"Economy"
1970,"Economy",11,"Economy"
1971,"Economy",11,"Economy"
1972,"Economy",11,"Economy"
1973,"Economy",15,"Bank"
1974,"Economy",11,"Economy"
1975,"Economy",11,"Economy"
1976,"Economy",11,"Economy"
1977,"Economy",11,"Economy"
1978,"Economy",11,"Economy"
1979,"Economy",11,"Economy"
1980,"Economy",11,"Economy"
1981,"Economy",11,"Economy"
1982,"Economy",11,"Economy"
1983,"Economy",11,"Economy"
1984,"Economy",11,"Economy"
1985,"Economy",11,"Economy"
1986,"Economy",11,"Economy"
1987,"Economy",11,"Economy"
1988,"Economy",10,"Tourism"
1989,"Economy",11,"Economy"
1990,"Economy",11,"Economy"
1991,"Economy",15,"Bank"
1992,"Economy",11,"Economy"
1993,"Economy",10,"Tourism"
1994,"Economy",11,"Economy"
1995,"Economy",17,"Opinion"
1996,"Economy",11,"Economy"
1997,"Economy",11,"Economy"
1998,"Economy",11,"Economy"
1999,"Economy",15,"Bank"
2000,"Economy",11,"Economy"
2001,"Economy",11,"Economy"
2002,"Economy",11,"Economy"
2003,"Economy",13,"Sports"
2004,"Economy",11,"Economy"
2005,"Economy",11,"Economy"
2006,"Economy",11,"Economy"
2007,"Economy",11,"Economy"
2008,"Economy",11,"Economy"
2009,"Economy",11,"Economy"
2010,"Economy",11,"Economy"
2011,"Economy",11,"Economy"
2012,"Economy",11,"Economy"
2013,"Economy",11,"Economy"
2014,"Economy",11,"Economy"
2015,"Economy",11,"Economy"
2016,"Economy",11,"Economy"
2017,"Economy",11,"Economy"
2018,"Economy",11,"Economy"
2019,"Economy",11,"Economy"
2020,"Economy",11,"Economy"
2021,"Economy",11,"Economy"
2022,"Economy",11,"Economy"
2023,"Economy",11,"Economy"
2024,"Economy",11,"Economy"
2025,"Economy",15,"Bank"
2026,"Economy",11,"Economy"
2027,"Economy",11,"Economy"
2028,"Economy",15,"Bank"
2029,"Economy",11,"Economy"
2030,"Economy",15,"Bank"
2031,"Economy",11,"Economy"
2032,"Economy",11,"Economy"
2033,"Economy",11,"Economy"
2034,"Economy",11,"Economy"
2035,"Economy",18,"Bank"
2036,"Economy",11,"Economy"
2037,"Economy",11,"Economy"
2038,"Economy",15,"Bank"
2039,"Economy",15,"Bank"
2040,"Economy",15,"Bank"
2041,"Economy",11,"Economy"
2042,"Economy",15,"Bank"
2043,"Economy",11,"Economy"
2044,"Economy",11,"Economy"
2045,"Economy",15,"Bank"
2046,"Economy",18,"Bank"
2047,"Economy",11,"Economy"
2048,"Economy",11,"Economy"
2049,"Economy",11,"Economy"
2050,"Economy",11,"Economy"
2051,"Economy",11,"Economy"
2052,"Economy",11,"Economy"
2053,"Economy",11,"Economy"
2054,"Economy",11,"Economy"
2055,"Economy",11,"Economy"
2056,"Economy",11,"Economy"
2057,"Economy",11,"Economy"
2058,"Economy",11,"Economy"
2059,"Economy",11,"Economy"
2060,"Economy",11,"Economy"
2061,"Economy",11,"Economy"
2062,"Economy",11,"Economy"
2063,"Economy",15,"Bank"
2064,"Economy",11,"Economy"
2065,"Economy",11,"Economy"
2066,"Economy",11,"Economy"
2067,"Economy",11,"Economy"
2068,"Economy",11,"Economy"
2069,"Economy",11,"Economy"
2070,"Economy",11,"Economy"
2071,"Economy",11,"Economy"
2072,"Economy",11,"Economy"
2073,"Economy",11,"Economy"
2074,"Economy",11,"Economy"
2075,"Economy",11,"Economy"
2076,"Economy",11,"Economy"
2077,"Economy",15,"Bank"
2078,"Economy",11,"Economy"
2079,"Economy",11,"Economy"
2080,"Economy",2,"Politics"
2081,"Economy",17,"Opinion"
2082,"Economy",17,"Opinion"
2083,"Economy",17,"Opinion"
2084,"Economy",17,"Opinion"
2085,"Economy",9,"Interview"
2086,"Economy",11,"Economy"
2087,"Economy",17,"Opinion"
2088,"Economy",17,"Opinion"
2089,"Economy",17,"Opinion"
2090,"Economy",17,"Opinion"
2091,"Economy",17,"Opinion"
2092,"Economy",17,"Opinion"
2093,"Economy",17,"Opinion"
2094,"Economy",4,"Education"
2095,"Economy",17,"Opinion"
2096,"Economy",17,"Opinion"
2097,"Economy",11,"Economy"
2098,"Economy",17,"Opinion"
2099,"Economy",17,"Opinion"
2100,"Economy",17,"Opinion"
2101,"Economy",17,"Opinion"
2102,"Economy",17,"Opinion"
2103,"Economy",17,"Opinion"
2104,"Economy",17,"Opinion"
2105,"Economy",17,"Opinion"
2106,"Economy",17,"Opinion"
2107,"Economy",17,"Opinion"
2108,"Economy",11,"Economy"
2109,"Economy",17,"Opinion"
2110,"Economy",17,"Opinion"
2111,"Economy",4,"Education"
2112,"Economy",17,"Opinion"
2113,"Economy",17,"Opinion"
2114,"Economy",17,"Opinion"
2115,"Economy",17,"Opinion"
2116,"Economy",17,"Opinion"
2117,"Economy",17,"Opinion"
2118,"Economy",17,"Opinion"
2119,"Economy",11,"Economy"
2120,"Economy",17,"Opinion"
2121,"Economy",17,"Opinion"
2122,"Economy",17,"Opinion"
2123,"Economy",17,"Opinion"
2124,"Economy",17,"Opinion"
2125,"Economy",17,"Opinion"
2126,"Economy",17,"Opinion"
2127,"Economy",17,"Opinion"
2128,"Economy",17,"Opinion"
2129,"Economy",17,"Opinion"
2130,"Economy",11,"Economy"
2131,"Economy",17,"Opinion"
2132,"Economy",17,"Opinion"
2133,"Economy",17,"Opinion"
2134,"Economy",17,"Opinion"
2135,"Economy",17,"Opinion"
2136,"Economy",17,"Opinion"
2137,"Economy",17,"Opinion"
2138,"Economy",17,"Opinion"
2139,"Economy",17,"Opinion"
2140,"Economy",17,"Opinion"
2141,"Economy",11,"Economy"
2142,"Economy",17,"Opinion"
2143,"Economy",11,"Economy"
2144,"Economy",17,"Opinion"
2145,"Economy",17,"Opinion"
2146,"Economy",17,"Opinion"
2147,"Economy",19,"Literature"
2148,"Economy",17,"Opinion"
2149,"Economy",17,"Opinion"
2150,"Economy",6,"Education"
2151,"Economy",17,"Opinion"
2152,"Economy",11,"Economy"
2153,"Economy",17,"Opinion"
2154,"Economy",17,"Opinion"
2155,"Economy",17,"Opinion"
2156,"Economy",17,"Opinion"
2157,"Economy",17,"Opinion"
2158,"Economy",17,"Opinion"
2159,"Economy",17,"Opinion"
2160,"Economy",17,"Opinion"
2161,"Economy",17,"Opinion"
2162,"Economy",17,"Opinion"
2163,"Economy",17,"Opinion"
2164,"Economy",17,"Opinion"
2165,"Economy",17,"Opinion"
2166,"Economy",17,"Opinion"
2167,"Economy",17,"Opinion"
2168,"Economy",17,"Opinion"
2169,"Economy",17,"Opinion"
2170,"Economy",17,"Opinion"
2171,"Economy",17,"Opinion"
2172,"Economy",17,"Opinion"
2173,"Economy",17,"Opinion"
2174,"Economy",11,"Economy"
2175,"Economy",17,"Opinion"
2176,"Economy",17,"Opinion"
2177,"Economy",17,"Opinion"
2178,"Economy",17,"Opinion"
2179,"Economy",17,"Opinion"
2180,"Economy",6,"Education"
2181,"Economy",17,"Opinion"
2182,"Economy",17,"Opinion"
2183,"Economy",17,"Opinion"
2184,"Economy",19,"Literature"
2185,"Economy",11,"Economy"
2186,"Economy",11,"Economy"
2187,"Economy",17,"Opinion"
2188,"Economy",11,"Economy"
2189,"Economy",11,"Economy"
2190,"Economy",17,"Opinion"
2191,"Economy",11,"Economy"
2192,"Economy",11,"Economy"
2193,"Economy",11,"Economy"
2194,"Economy",11,"Economy"
2195,"Economy",11,"Economy"
2196,"Economy",11,"Economy"
2197,"Economy",11,"Economy"
2198,"Economy",11,"Economy"
2199,"Economy",11,"Economy"
2200,"Economy",11,"Economy"
2201,"Economy",11,"Economy"
2202,"Economy",11,"Economy"
2203,"Economy",11,"Economy"
2204,"Economy",11,"Economy"
2205,"Economy",11,"Economy"
2206,"Economy",11,"Economy"
2207,"Economy",11,"Economy"
2208,"Economy",11,"Economy"
2209,"Economy",11,"Economy"
2210,"Economy",11,"Economy"
2211,"Economy",11,"Economy"
2212,"Economy",11,"Economy"
2213,"Economy",11,"Economy"
2214,"Economy",11,"Economy"
2215,"Economy",11,"Economy"
2216,"Economy",11,"Economy"
2217,"Economy",11,"Economy"
2218,"Economy",11,"Economy"
2219,"Economy",11,"Economy"
2220,"Economy",1,"Tourism"
2221,"Economy",11,"Economy"
2222,"Economy",11,"Economy"
2223,"Economy",11,"Economy"
2224,"Economy",11,"Economy"
2225,"Economy",11,"Economy"
2226,"Economy",11,"Economy"
2227,"Economy",11,"Economy"
2228,"Economy",15,"Bank"
2229,"Economy",11,"Economy"
2230,"Education",11,"Economy"
2231,"Education",17,"Opinion"
2232,"Education",11,"Economy"
2233,"Education",11,"Economy"
2234,"Education",11,"Economy"
2235,"Education",11,"Economy"
2236,"Education",11,"Economy"
2237,"Education",11,"Economy"
2238,"Education",11,"Economy"
2239,"Education",11,"Economy"
2240,"Education",11,"Economy"
2241,"Education",11,"Economy"
2242,"Education",11,"Economy"
2243,"Education",11,"Economy"
2244,"Education",11,"Economy"
2245,"Education",11,"Economy"
2246,"Education",11,"Economy"
2247,"Education",11,"Economy"
2248,"Education",11,"Economy"
2249,"Education",11,"Economy"
2250,"Education",11,"Economy"
2251,"Education",11,"Economy"
2252,"Education",11,"Economy"
2253,"Education",11,"Economy"
2254,"Education",11,"Economy"
2255,"Education",11,"Economy"
2256,"Education",17,"Opinion"
2257,"Education",11,"Economy"
2258,"Education",11,"Economy"
2259,"Education",11,"Economy"
2260,"Education",11,"Economy"
2261,"Education",11,"Economy"
2262,"Education",11,"Economy"
2263,"Education",11,"Economy"
2264,"Education",11,"Economy"
2265,"Education",11,"Economy"
2266,"Education",11,"Economy"
2267,"Education",11,"Economy"
2268,"Education",11,"Economy"
2269,"Education",11,"Economy"
2270,"Education",11,"Economy"
2271,"Education",11,"Economy"
2272,"Education",17,"Opinion"
2273,"Education",6,"Education"
2274,"Education",6,"Education"
2275,"Education",11,"Economy"
2276,"Education",6,"Education"
2277,"Education",6,"Education"
2278,"Education",4,"Education"
2279,"Education",7,"Interview"
2280,"Education",16,"Education"
2281,"Education",11,"Economy"
2282,"Education",6,"Education"
2283,"Education",17,"Opinion"
2284,"Education",11,"Economy"
2285,"Education",17,"Opinion"
2286,"Education",17,"Opinion"
2287,"Education",6,"Education"
2288,"Education",6,"Education"
2289,"Education",6,"Education"
2290,"Education",6,"Education"
2291,"Education",6,"Education"
2292,"Education",4,"Education"
2293,"Education",7,"Interview"
2294,"Education",6,"Education"
2295,"Education",16,"Education"
2296,"Education",16,"Education"
2297,"Education",17,"Opinion"
2298,"Education",11,"Economy"
2299,"Education",17,"Opinion"
2300,"Education",6,"Education"
2301,"Education",6,"Education"
2302,"Education",6,"Education"
2303,"Education",6,"Education"
2304,"Education",6,"Education"
2305,"Education",4,"Education"
2306,"Education",6,"Education"
2307,"Education",7,"Interview"
2308,"Education",11,"Economy"
2309,"Education",11,"Economy"
2310,"Education",17,"Opinion"
2311,"Education",6,"Education"
2312,"Education",6,"Education"
2313,"Education",6,"Education"
2314,"Education",6,"Education"
2315,"Education",6,"Education"
2316,"Education",4,"Education"
2317,"Education",7,"Interview"
2318,"Education",6,"Education"
2319,"Education",11,"Economy"
2320,"Education",16,"Education"
2321,"Education",6,"Education"
2322,"Education",6,"Education"
2323,"Education",4,"Education"
2324,"Education",7,"Interview"
2325,"Education",16,"Education"
2326,"Education",11,"Economy"
2327,"Education",11,"Economy"
2328,"Education",11,"Economy"
2329,"Education",11,"Economy"
2330,"Education",11,"Economy"
2331,"Education",11,"Economy"
2332,"Education",11,"Economy"
2333,"Education",11,"Economy"
2334,"Education",17,"Opinion"
2335,"Education",11,"Economy"
2336,"Education",11,"Economy"
2337,"Education",11,"Economy"
2338,"Education",13,"Sports"
2339,"Education",11,"Economy"
2340,"Education",11,"Economy"
2341,"Education",2,"Politics"
2342,"Education",2,"Politics"
2343,"Education",8,"Society"
2344,"Education",11,"Economy"
2345,"Education",17,"Opinion"
2346,"Education",11,"Economy"
2347,"Education",11,"Economy"
2348,"Education",11,"Economy"
2349,"Education",11,"Economy"
2350,"Education",11,"Economy"
2351,"Education",11,"Economy"
2352,"Education",11,"Economy"
2353,"Education",11,"Economy"
2354,"Education",11,"Economy"
2355,"Education",11,"Economy"
2356,"Education",11,"Economy"
2357,"Education",17,"Opinion"
2358,"Education",11,"Economy"
2359,"Education",11,"Economy"
2360,"Education",11,"Economy"
2361,"Education",17,"Opinion"
2362,"Education",17,"Opinion"
2363,"Education",11,"Economy"
2364,"Education",11,"Economy"
2365,"Education",11,"Economy"
2366,"Education",11,"Economy"
2367,"Education",11,"Economy"
2368,"Education",11,"Economy"
2369,"Education",11,"Economy"
2370,"Education",11,"Economy"
2371,"Education",11,"Economy"
2372,"Education",11,"Economy"
2373,"Education",11,"Economy"
2374,"Education",11,"Economy"
2375,"Education",11,"Economy"
2376,"Education",11,"Economy"
2377,"Education",8,"Society"
2378,"Education",11,"Economy"
2379,"Education",11,"Economy"
2380,"Education",11,"Economy"
2381,"Education",11,"Economy"
2382,"Education",17,"Opinion"
2383,"Education",8,"Society"
2384,"Education",11,"Economy"
2385,"Education",11,"Economy"
2386,"Education",8,"Society"
2387,"Education",8,"Society"
2388,"Education",8,"Society"
2389,"Education",8,"Society"
2390,"Education",11,"Economy"
2391,"Education",11,"Economy"
2392,"Education",17,"Opinion"
2393,"Education",11,"Economy"
2394,"Education",11,"Economy"
2395,"Education",11,"Economy"
2396,"Education",8,"Society"
2397,"Education",11,"Economy"
2398,"Education",11,"Economy"
2399,"Education",8,"Society"
2400,"Education",11,"Economy"
2401,"Education",11,"Economy"
2402,"Education",17,"Opinion"
2403,"Education",17,"Opinion"
2404,"Education",11,"Economy"
2405,"Education",11,"Economy"
2406,"Education",11,"Economy"
2407,"Education",11,"Economy"
2408,"Education",17,"Opinion"
2409,"Education",17,"Opinion"
2410,"Education",11,"Economy"
2411,"Education",11,"Economy"
2412,"Education",11,"Economy"
2413,"Education",11,"Economy"
2414,"Education",11,"Economy"
2415,"Employment",17,"Opinion"
2416,"Employment",11,"Economy"
2417,"Employment",11,"Economy"
2418,"Employment",11,"Economy"
2419,"Employment",11,"Economy"
2420,"Employment",11,"Economy"
2421,"Employment",11,"Economy"
2422,"Employment",11,"Economy"
2423,"Employment",11,"Economy"
2424,"Employment",17,"Opinion"
2425,"Employment",11,"Economy"
2426,"Employment",11,"Economy"
2427,"Employment",11,"Economy"
2428,"Employment",11,"Economy"
2429,"Employment",11,"Economy"
2430,"Employment",17,"Opinion"
2431,"Employment",17,"Opinion"
2432,"Employment",11,"Economy"
2433,"Employment",11,"Economy"
2434,"Employment",11,"Economy"
2435,"Employment",11,"Economy"
2436,"Employment",11,"Economy"
2437,"Employment",8,"Society"
2438,"Employment",11,"Economy"
2439,"Employment",17,"Opinion"
2440,"Employment",11,"Economy"
2441,"Employment",11,"Economy"
2442,"Employment",11,"Economy"
2443,"Employment",11,"Economy"
2444,"Employment",17,"Opinion"
2445,"Employment",17,"Opinion"
2446,"Employment",17,"Opinion"
2447,"Employment",11,"Economy"
2448,"Employment",11,"Economy"
2449,"Employment",11,"Economy"
2450,"Employment",11,"Economy"
2451,"Employment",11,"Economy"
2452,"Employment",11,"Economy"
2453,"Employment",11,"Economy"
2454,"Employment",11,"Economy"
2455,"Employment",11,"Economy"
2456,"Employment",11,"Economy"
2457,"Employment",11,"Economy"
2458,"Employment",11,"Economy"
2459,"Employment",11,"Economy"
2460,"Employment",11,"Economy"
2461,"Employment",11,"Economy"
2462,"Employment",18,"Bank"
2463,"Employment",11,"Economy"
2464,"Employment",11,"Economy"
2465,"Employment",11,"Economy"
2466,"Employment",17,"Opinion"
2467,"Employment",11,"Economy"
2468,"Employment",11,"Economy"
2469,"Employment",11,"Economy"
2470,"Employment",11,"Economy"
2471,"Employment",11,"Economy"
2472,"Employment",11,"Economy"
2473,"Employment",11,"Economy"
2474,"Employment",11,"Economy"
2475,"Employment",11,"Economy"
2476,"Employment",11,"Economy"
2477,"Employment",11,"Economy"
2478,"Employment",11,"Economy"
2479,"Employment",11,"Economy"
2480,"Employment",11,"Economy"
2481,"Employment",11,"Economy"
2482,"Employment",11,"Economy"
2483,"Employment",17,"Opinion"
2484,"Employment",11,"Economy"
2485,"Employment",17,"Opinion"
2486,"Employment",11,"Economy"
2487,"Employment",17,"Opinion"
2488,"Employment",17,"Opinion"
2489,"Employment",17,"Opinion"
2490,"Employment",17,"Opinion"
2491,"Employment",11,"Economy"
2492,"Employment",17,"Opinion"
2493,"Employment",11,"Economy"
2494,"Employment",17,"Opinion"
2495,"Employment",17,"Opinion"
2496,"Employment",17,"Opinion"
2497,"Employment",17,"Opinion"
2498,"Employment",11,"Economy"
2499,"Employment",11,"Economy"
2500,"Employment",17,"Opinion"
2501,"Employment",11,"Economy"
2502,"Employment",11,"Economy"
2503,"Employment",11,"Economy"
2504,"Employment",11,"Economy"
2505,"Employment",11,"Economy"
2506,"Employment",17,"Opinion"
2507,"Employment",11,"Economy"
2508,"Employment",17,"Opinion"
2509,"Employment",11,"Economy"
2510,"Employment",11,"Economy"
2511,"Employment",11,"Economy"
2512,"Employment",17,"Opinion"
2513,"Employment",17,"Opinion"
2514,"Employment",17,"Opinion"
2515,"Employment",11,"Economy"
2516,"Employment",17,"Opinion"
2517,"Employment",17,"Opinion"
2518,"Employment",11,"Economy"
2519,"Employment",17,"Opinion"
2520,"Employment",17,"Opinion"
2521,"Employment",11,"Economy"
2522,"Employment",11,"Economy"
2523,"Employment",11,"Economy"
2524,"Employment",17,"Opinion"
2525,"Employment",10,"Tourism"
2526,"Employment",17,"Opinion"
2527,"Employment",11,"Economy"
2528,"Employment",17,"Opinion"
2529,"Employment",11,"Economy"
2530,"Employment",17,"Opinion"
2531,"Employment",17,"Opinion"
2532,"Employment",11,"Economy"
2533,"Employment",17,"Opinion"
2534,"Employment",17,"Opinion"
2535,"Employment",17,"Opinion"
2536,"Employment",17,"Opinion"
2537,"Employment",17,"Opinion"
2538,"Employment",11,"Economy"
2539,"Employment",17,"Opinion"
2540,"Employment",17,"Opinion"
2541,"Employment",17,"Opinion"
2542,"Employment",17,"Opinion"
2543,"Employment",17,"Opinion"
2544,"Employment",17,"Opinion"
2545,"Employment",17,"Opinion"
2546,"Employment",17,"Opinion"
2547,"Employment",17,"Opinion"
2548,"Employment",17,"Opinion"
2549,"Employment",11,"Economy"
2550,"Employment",17,"Opinion"
2551,"Employment",17,"Opinion"
2552,"Employment",17,"Opinion"
2553,"Employment",17,"Opinion"
2554,"Employment",17,"Opinion"
2555,"Employment",17,"Opinion"
2556,"Employment",17,"Opinion"
2557,"Employment",17,"Opinion"
2558,"Employment",17,"Opinion"
2559,"Employment",19,"Literature"
2560,"Employment",11,"Economy"
2561,"Employment",17,"Opinion"
2562,"Employment",17,"Opinion"
2563,"Employment",17,"Opinion"
2564,"Employment",17,"Opinion"
2565,"Employment",17,"Opinion"
2566,"Employment",17,"Opinion"
2567,"Employment",17,"Opinion"
2568,"Employment",17,"Opinion"
